Ascend_angle,Descend_angle_1,Descend_angle_2,Cruise_speed_m_per_s,Trip_distance_m,Cruise_altitude_m,Payload,Wind,Direction,T-,?Long_accel-,?Lat_accel-,?Jerk-
24,10,7,81,20290,580,1457,17,30,0,2,2,0
17,26,23,72,15412,650,712,2,45,0,2,3,0
22,19,16,34,12731,915,1677,10,32,0,0,0,0
17,18,15,107,22861,619,1732,0,102,0,3,3,0
25,8,5,52,15621,302,876,27,30,0,1,2,1
29,6,3,106,15739,842,1052,9,103,1,1,1,1
10,16,13,62,29489,202,1146,2,81,0,1,2,2
28,22,19,60,26595,331,944,7,163,0,2,2,0
9,10,7,75,25542,446,1247,8,100,0,0,0,0
19,22,19,29,10648,961,850,12,21,0,1,1,0
26,15,12,96,22350,651,1820,15,0,0,3,3,0
16,8,5,72,8982,988,1373,16,38,1,0,1,0
17,23,20,106,29776,519,1656,4,63,0,3,3,1
5,8,5,71,15667,876,1685,28,113,1,0,0,0
8,12,9,26,10249,407,149,29,8,0,1,1,0
3,23,20,102,10167,587,1024,11,116,1,2,2,0
11,29,26,105,10725,487,1414,11,82,0,2,3,1
9,26,23,71,7449,946,318,29,156,1,0,0,0
11,10,7,56,9635,770,458,10,24,1,0,0,0
30,29,26,81,18733,296,789,15,24,0,3,3,3
10,18,15,33,22205,235,1997,7,39,0,1,1,0
4,9,6,39,16893,505,624,7,119,0,0,0,0
15,6,3,73,19774,660,424,14,125,0,0,0,0
29,10,7,107,6466,628,1782,21,171,0,1,1,1
26,7,4,64,6513,753,1795,10,86,1,0,1,0
4,13,10,93,7712,987,1025,18,144,1,0,0,0
13,20,17,59,27497,537,250,21,176,1,0,0,0
29,27,24,71,14366,794,821,2,169,0,3,3,0
18,27,24,86,15240,445,882,18,7,0,3,3,2
22,25,22,93,14865,389,551,29,113,0,3,3,2
22,20,17,95,22259,234,713,2,55,0,3,3,3
20,7,4,101,13746,277,1909,30,95,0,1,2,1
23,21,18,42,7843,216,500,6,36,0,2,2,1
30,24,21,66,18117,304,900,11,13,0,3,3,3
4,6,3,99,21222,876,357,9,169,1,0,0,0
8,27,24,80,16973,359,1731,21,47,0,2,3,2
3,21,18,62,10688,362,1429,4,139,0,1,1,0
30,15,12,62,10821,956,381,6,9,0,1,2,0
6,24,21,54,18324,705,749,0,133,0,1,0,0
12,19,16,48,7397,265,1315,24,126,0,0,1,0
29,28,25,61,11676,767,381,14,0,0,3,3,1
3,10,7,54,12995,395,1941,23,104,0,0,0,0
3,25,22,37,20485,428,743,27,143,1,0,0,0
9,12,9,49,16618,402,1593,21,22,0,1,1,0
19,10,7,74,12547,483,916,29,32,0,2,2,0
7,11,8,33,10681,726,1821,12,114,1,0,0,0
3,24,21,96,15335,329,1831,3,170,0,2,2,2
29,26,23,73,26514,852,1297,18,14,0,3,3,1
30,15,12,50,25109,936,1750,23,41,0,2,2,0
17,15,12,27,19557,911,1864,12,131,0,0,0,0
28,13,10,76,25546,285,349,28,37,0,3,3,2
23,28,25,32,28049,546,1581,23,123,1,0,0,0
11,20,17,95,6355,311,897,3,0,0,2,3,2
17,21,18,102,12799,658,389,27,94,0,2,3,0
8,29,26,35,18708,877,1800,24,173,1,0,0,0
16,16,13,60,29424,672,1633,17,58,0,1,1,0
15,7,4,101,13428,654,1909,28,13,0,2,2,0
27,10,7,109,6870,616,1554,10,175,0,1,2,1
4,13,10,108,16261,794,1813,20,80,0,1,2,0
15,13,10,23,21815,766,495,25,14,0,1,1,0
28,25,22,72,7211,318,1153,22,71,0,3,3,3
5,19,16,76,19132,918,950,19,134,0,0,0,0
26,26,23,89,28220,751,286,24,87,0,3,3,0
25,6,3,32,8367,656,856,14,165,1,0,0,0
30,7,4,57,15308,754,691,10,110,0,0,1,0
13,21,18,93,11940,556,1725,21,10,0,2,3,2
17,24,21,59,14366,852,1844,0,78,0,1,1,0
12,8,5,107,6046,530,1183,5,80,1,0,2,0
6,10,7,25,20544,787,1570,20,18,0,0,0,0
18,18,15,31,7192,555,950,11,112,0,0,0,0
19,27,24,41,12929,707,1589,6,6,0,2,1,0
12,28,25,103,23770,429,446,10,179,0,2,3,2
14,26,23,45,7057,273,887,16,123,0,1,1,0
16,21,18,63,27191,283,502,12,134,0,1,2,1
6,10,7,22,29424,764,436,11,116,0,0,0,0
12,29,26,87,23769,402,311,26,122,0,2,2,2
24,16,13,34,21108,830,1196,7,64,0,0,0,0
9,24,21,74,6630,903,176,27,111,1,0,0,0
7,19,16,50,10638,305,505,26,117,0,0,1,0
20,24,21,27,19700,378,123,28,77,0,1,0,0
24,8,5,40,11653,891,1061,10,130,0,0,0,0
9,25,22,57,22208,878,1423,11,68,0,2,1,0
23,19,16,59,17620,534,547,4,35,0,1,3,0
8,22,19,50,20842,779,660,22,125,0,0,0,0
28,8,5,23,18305,410,1809,14,177,1,0,0,0
15,20,17,63,13829,955,1998,14,68,0,1,1,0
14,10,7,101,11378,645,1704,20,127,0,0,1,0
9,8,5,90,24563,510,1379,0,135,0,0,1,0
10,23,20,86,21769,632,264,25,42,0,2,3,2
19,12,9,83,24074,921,1569,10,1,0,1,2,0
5,14,11,70,28358,820,1908,29,112,0,0,0,0
7,17,14,65,21241,238,1606,24,103,0,1,1,1
21,9,6,22,20187,381,1272,4,71,0,0,0,0
4,23,20,83,6388,914,1641,4,10,1,2,2,0
10,14,11,50,13074,626,181,15,109,0,0,0,0
5,21,18,62,29589,233,540,30,154,1,0,1,0
16,15,12,46,10263,522,832,8,75,0,0,0,0
19,18,15,43,12762,857,1493,12,107,0,0,0,0
9,12,9,28,9929,789,891,10,53,0,0,0,0
26,19,16,94,13603,668,343,13,23,0,3,3,0
30,20,17,39,27905,322,1100,14,33,0,3,3,0
16,27,24,103,11617,672,349,10,125,0,2,3,0
17,28,25,82,12957,308,1994,9,122,0,2,3,2
3,8,5,109,13343,981,1580,28,39,1,1,1,0
28,9,6,54,19355,678,1547,4,95,0,0,1,0
21,7,4,44,8853,213,1200,30,126,1,0,0,0
16,10,7,85,14911,856,358,6,158,0,0,1,0
22,8,5,84,10146,268,1670,11,14,0,1,3,1
7,18,15,105,10177,885,581,3,130,1,2,2,1
30,26,23,28,16196,762,1630,13,54,0,1,0,0
14,30,27,34,10961,320,1537,27,121,1,0,0,0
28,26,23,99,19986,319,417,26,92,0,3,3,3
13,20,17,104,21027,555,136,26,49,0,3,3,2
9,12,9,84,18144,680,86,21,148,0,0,0,0
16,24,21,41,20381,640,998,13,145,0,0,0,0
17,9,6,77,28943,923,37,22,31,0,0,2,0
9,30,27,30,22480,758,282,24,54,0,2,1,1
10,26,23,63,22469,233,240,9,157,0,1,2,2
5,14,11,97,16645,267,78,2,10,0,2,3,2
26,18,15,60,23239,597,1594,0,97,0,0,1,0
25,9,6,44,23215,274,1690,10,25,0,1,1,0
4,17,14,62,17527,433,1043,16,162,0,0,0,0
8,9,6,104,6951,873,1377,25,176,1,0,0,0
11,20,17,75,29460,296,563,23,102,0,1,2,1
4,10,7,46,7513,225,465,24,147,1,0,0,0
28,6,3,96,15013,877,1646,23,49,1,1,2,0
15,30,27,70,14290,627,629,0,75,0,2,3,0
6,15,12,95,9702,595,464,26,77,0,2,2,0
8,20,17,43,8189,304,1995,10,173,0,0,1,0
25,16,13,42,17185,933,1958,7,6,0,0,0,0
10,29,26,38,9302,686,540,11,117,0,0,0,0
21,8,5,88,9244,550,429,19,9,0,1,2,0
20,14,11,43,13660,474,1438,23,101,0,0,0,0
3,24,21,62,12661,904,943,9,154,1,0,0,0
18,26,23,25,13229,755,1340,30,175,1,1,1,0
30,7,4,42,17714,654,1737,29,111,0,0,0,0
29,29,26,78,21911,661,1450,30,151,1,0,1,0
29,8,5,107,24194,801,1112,7,134,0,1,1,0
27,8,5,98,23027,744,410,28,108,0,1,1,0
19,23,20,40,14597,595,1407,0,86,0,0,0,0
9,20,17,82,22995,804,1729,9,145,0,0,1,0
27,17,14,63,26183,949,1183,24,23,0,2,2,1
7,14,11,44,28328,480,1170,25,156,1,0,0,0
24,11,8,49,23660,233,1966,13,1,0,2,2,0
22,20,17,78,14054,951,78,28,131,0,0,0,0
4,18,15,57,24108,812,149,3,7,0,0,0,0
25,12,9,78,10270,226,1951,11,156,0,2,2,1
17,28,25,43,26214,780,1820,21,145,1,0,0,0
14,18,15,58,9834,461,918,3,150,0,0,1,0
4,26,23,70,19131,926,363,29,16,0,2,2,1
3,23,20,59,22190,400,1113,16,6,0,2,2,1
25,14,11,86,23500,826,1743,25,180,0,0,0,0
18,26,23,61,8148,645,1566,2,113,0,2,2,0
27,17,14,50,11765,584,102,28,82,0,0,1,0
10,23,20,69,17282,524,1505,7,94,0,2,2,0
25,15,12,93,21309,881,288,18,14,0,3,3,1
15,17,14,28,16672,750,1628,26,86,0,0,0,0
15,24,21,96,14452,251,1669,21,138,0,1,2,2
28,20,17,59,10887,209,54,16,132,0,2,2,1
7,16,13,80,26065,739,994,21,116,0,0,0,0
4,28,25,79,6799,423,1295,13,27,1,2,2,2
26,23,20,92,20516,324,919,7,101,0,3,3,3
8,25,22,28,27548,551,1406,3,7,0,0,0,0
3,21,18,86,9022,304,1485,22,143,0,1,1,1
12,26,23,40,26839,503,705,29,24,0,2,1,2
15,29,26,40,27471,204,1802,21,138,1,0,1,0
8,13,10,95,18106,670,907,1,179,0,0,2,0
26,6,3,73,14346,480,1039,1,132,0,1,1,0
5,17,14,96,29134,378,1604,20,160,0,1,1,0
11,8,5,88,27610,884,681,24,34,0,0,2,0
29,20,17,35,7905,718,641,30,177,1,0,0,0
3,16,13,82,11906,809,928,12,92,1,1,1,0
12,27,24,45,15312,881,609,0,20,0,1,0,0
11,18,15,40,6739,653,1369,11,70,0,0,0,0
15,26,23,44,7099,613,144,22,166,1,0,0,0
23,28,25,79,10525,582,980,27,63,0,3,3,2
10,26,23,65,7716,656,1680,6,147,0,2,1,0
11,29,26,31,22557,741,545,8,3,0,1,1,0
18,27,24,108,17274,634,546,16,79,0,3,3,2
22,19,16,59,20867,493,856,18,56,0,3,3,0
16,19,16,78,6528,652,1893,27,25,0,3,3,1
16,6,3,89,9939,742,893,23,123,1,0,1,0
6,11,8,22,9543,917,1920,24,149,1,0,0,0
30,27,24,110,26420,607,874,5,5,0,3,3,2
28,18,15,65,12216,952,1415,11,23,0,2,2,0
16,22,19,36,12002,660,1191,3,70,0,0,0,0
21,26,23,26,26121,895,166,28,178,1,1,1,0
28,22,19,76,7504,650,1964,29,89,0,3,3,0
8,14,11,51,8871,956,1022,1,23,1,0,0,0
28,28,25,25,25223,733,881,20,92,0,0,0,0
21,16,13,34,26591,724,1492,22,62,0,0,0,0
9,23,20,81,20484,889,969,14,21,0,2,2,1
20,21,18,97,29173,789,1709,13,133,0,2,3,0
14,6,3,24,6897,642,1426,4,151,1,0,0,0
16,16,13,22,17016,616,868,14,116,0,0,0,0
26,20,17,33,7622,829,36,28,52,0,1,1,0
11,14,11,66,22087,646,162,15,57,0,1,1,0
13,27,24,60,26940,589,902,19,67,0,2,2,0
24,18,15,53,29994,720,306,28,77,0,1,2,0
24,9,6,35,19386,308,1696,2,13,0,0,0,0
23,22,19,27,6337,265,96,25,41,0,3,2,1
20,23,20,77,18173,972,283,24,68,0,2,3,1
5,15,12,49,8786,835,1333,15,56,1,0,0,0
8,23,20,90,29152,663,1094,10,143,0,2,2,0
11,19,16,64,27546,507,1252,28,10,0,2,3,1
20,19,16,33,24018,925,1410,29,90,0,0,0,0
9,16,13,59,24371,792,1763,25,154,1,0,0,0
12,17,14,32,8261,377,1770,9,9,0,0,0,0
24,11,8,46,19272,476,1587,19,160,1,0,0,0
28,16,13,30,14325,766,931,14,88,0,0,0,0
14,23,20,92,18527,203,330,24,59,0,3,3,3
14,9,6,106,25534,209,845,5,69,0,2,3,2
15,20,17,66,26034,577,207,30,137,0,0,0,0
22,17,14,24,21157,338,318,28,78,0,0,0,0
9,12,9,44,7534,632,1354,14,104,1,0,0,0
6,19,16,61,19880,942,911,21,76,0,1,1,0
6,30,27,96,27857,380,1483,9,160,0,2,3,2
7,19,16,57,10606,998,1751,27,167,1,0,0,0
3,24,21,99,27819,379,961,6,78,0,2,2,2
20,10,7,88,28837,974,122,20,180,0,0,0,0
12,18,15,39,12477,745,1876,1,116,0,0,0,0
13,18,15,83,8862,331,195,27,122,0,1,2,0
12,11,8,25,10389,767,1325,8,59,0,0,0,0
16,14,11,87,16351,482,68,20,55,0,3,3,0
10,13,10,107,10049,315,1939,10,47,0,2,3,1
19,25,22,49,12035,924,1886,0,128,0,1,0,0
13,12,9,36,6102,416,74,1,120,0,0,0,0
14,14,11,40,7712,955,1646,24,87,1,0,0,0
15,10,7,77,15408,779,880,5,123,0,0,0,0
13,17,14,64,8724,235,1326,21,32,0,3,3,2
27,7,4,103,7109,341,1886,2,0,0,1,2,2
17,13,10,85,23667,718,761,16,44,0,1,2,0
28,21,18,35,15008,892,306,27,178,1,0,0,0
5,7,4,70,12185,772,688,0,158,1,0,0,0
5,11,8,55,9573,228,1881,20,58,0,1,1,0
22,22,19,69,25190,992,32,8,130,0,0,0,0
26,11,8,104,24403,219,1057,11,11,0,3,3,3
12,15,12,99,11199,607,937,15,51,0,2,3,0
19,29,26,30,29327,253,1433,9,37,0,2,1,1
5,15,12,82,16264,761,725,25,33,0,2,1,1
7,16,13,103,14453,817,1656,9,95,0,1,2,0
27,25,22,33,26916,930,1353,30,139,1,0,0,0
8,21,18,98,23068,682,1392,16,10,0,2,3,1
14,30,27,54,20566,983,114,25,30,0,2,1,1
24,23,20,68,29352,869,874,10,19,0,3,2,0
19,17,14,81,24791,965,1772,29,18,0,3,2,1
14,26,23,66,7965,894,959,0,168,0,2,1,0
3,21,18,79,24775,743,1803,15,41,0,2,2,0
30,18,15,76,26018,569,1491,21,180,0,0,1,0
5,16,13,78,8795,784,341,2,175,1,0,0,0
14,27,24,101,6864,849,1370,8,0,0,2,3,1
9,19,16,44,20051,783,1307,28,152,1,0,0,0
9,27,24,110,14432,306,929,22,21,0,3,3,2
12,28,25,89,13748,270,1199,10,97,0,2,3,2
30,27,24,55,21965,373,1371,10,4,0,3,3,1
8,22,19,94,9034,963,921,2,157,1,2,2,0
17,27,24,42,28908,346,1959,30,56,0,2,3,1
3,15,12,95,15651,570,1391,30,178,0,0,1,0
20,24,21,36,12608,380,395,10,4,0,2,1,0
20,15,12,71,28902,366,1512,17,3,0,3,3,0
25,19,16,39,16696,548,1244,18,174,1,0,0,0
14,25,22,82,6694,466,966,4,52,0,2,3,1
15,25,22,98,8812,793,1736,11,3,0,2,3,1
8,26,23,98,13215,410,388,8,14,0,2,3,2
15,19,16,32,28457,820,1155,24,163,1,0,0,0
15,16,13,53,7303,291,1435,11,95,0,1,2,0
17,23,20,38,7947,962,1565,16,115,0,0,0,0
9,29,26,81,28887,680,536,8,173,0,2,2,0
21,9,6,88,24716,714,1075,23,140,0,0,1,0
26,25,22,49,29239,909,249,16,93,0,0,0,0
21,7,4,80,20650,549,987,2,59,0,1,1,0
17,19,16,62,11246,477,1680,21,127,0,0,1,0
22,20,17,80,6987,365,1261,9,94,0,3,3,1
23,10,7,28,29753,364,976,25,28,0,1,1,0
5,6,3,58,12000,653,188,28,17,1,0,1,0
14,18,15,59,19547,435,1444,27,25,0,2,3,0
25,10,7,48,16024,750,1169,30,76,0,0,0,0
6,22,19,89,27352,232,1592,24,112,0,2,2,2
19,17,14,66,26485,301,1270,19,150,0,0,2,0
28,12,9,52,12127,408,575,21,26,0,2,2,0
26,8,5,93,7690,429,415,18,35,0,1,3,2
17,13,10,92,15659,799,80,10,63,0,1,2,0
3,6,3,86,25332,805,1123,19,20,1,0,1,0
16,16,13,29,7785,926,1404,11,51,0,0,0,0
3,22,19,51,7940,903,708,2,172,1,0,0,0
6,30,27,88,7672,478,1173,7,118,0,2,2,2
28,11,8,90,8172,769,1968,15,126,0,1,1,0
6,9,6,46,11332,207,1367,4,106,0,0,1,0
22,30,27,68,8226,825,461,4,22,0,2,3,0
24,23,20,41,29794,905,1528,29,33,0,3,1,1
27,15,12,65,23055,632,1519,2,152,0,0,1,0
26,26,23,69,29132,674,654,22,54,0,3,3,1
7,18,15,78,13130,667,1934,5,21,0,2,2,0
12,25,22,40,11879,338,696,0,90,0,1,1,0
24,11,8,73,20232,790,1023,29,73,0,1,2,0
13,29,26,94,18035,410,596,6,71,0,2,3,2
29,26,23,28,22866,772,1144,13,127,0,0,0,0
5,28,25,42,13737,462,683,26,142,1,0,0,0
21,18,15,29,11167,383,590,22,64,0,0,0,0
24,16,13,48,14442,313,1480,13,147,0,0,0,0
6,28,25,38,29000,419,382,25,20,0,2,1,2
25,29,26,105,11938,403,1975,12,166,0,3,3,2
30,8,5,57,28893,513,27,25,89,0,1,1,0
17,26,23,90,10009,368,842,23,34,0,3,3,1
16,15,12,62,16334,911,339,13,73,0,0,0,0
17,16,13,32,13361,633,721,26,178,1,0,0,0
24,8,5,101,22072,545,1523,22,139,0,1,1,0
26,17,14,39,25065,420,365,18,169,1,0,0,0
24,7,4,69,25224,435,913,27,144,0,0,1,0
24,21,18,33,6614,992,107,2,21,0,0,0,0
14,27,24,95,20715,508,113,5,22,0,2,3,1
25,19,16,74,21635,779,1450,17,30,0,3,3,0
29,10,7,71,28584,922,169,0,144,0,1,1,0
28,26,23,56,10251,699,702,28,49,0,3,2,1
7,27,24,47,22652,743,994,7,66,0,2,1,0
29,8,5,44,21696,308,1423,18,88,0,1,1,0
6,29,26,87,6461,924,928,25,113,1,2,2,0
28,18,15,94,18012,770,305,29,19,0,3,3,1
28,22,19,91,10541,594,1576,10,40,0,3,3,0
16,27,24,30,25462,571,622,14,54,0,2,0,0
22,13,10,46,19931,337,395,25,168,1,0,0,0
28,25,22,32,23667,273,445,11,120,0,0,1,0
21,23,20,33,13561,793,836,27,15,0,2,1,1
16,13,10,104,24691,942,575,11,72,0,1,2,0
29,21,18,35,19656,782,1180,25,64,0,1,1,0
13,22,19,35,22050,694,1113,7,137,0,0,0,0
8,14,11,62,26771,837,678,26,54,0,1,1,0
3,6,3,40,20378,593,91,10,62,1,0,0,0
26,10,7,40,10164,206,1245,20,31,0,2,2,1
6,27,24,86,8955,810,365,18,127,1,2,1,0
25,6,3,37,21567,256,465,26,162,1,0,0,0
7,7,4,35,10958,352,564,8,28,0,0,0,0
19,8,5,98,21749,253,127,7,165,0,1,2,0
6,8,5,27,15355,482,992,29,46,0,0,0,0
11,19,16,38,10962,676,561,18,59,0,1,0,0
12,12,9,74,29904,781,688,9,36,0,0,1,0
12,9,6,31,20009,635,1775,29,16,0,0,1,0
19,6,3,78,15949,419,1556,16,46,0,1,1,0
29,20,17,88,28481,640,1383,20,95,0,3,3,0
3,27,24,83,13384,912,147,18,56,1,2,2,1
15,30,27,87,27174,899,479,10,159,0,2,2,0
19,7,4,94,22432,873,1474,8,43,0,0,1,0
25,15,12,71,29658,738,848,3,62,0,0,1,0
14,22,19,22,26884,553,869,11,168,1,0,0,0
30,27,24,90,14425,629,661,25,121,0,3,2,0
29,13,10,80,29249,263,531,5,57,0,2,3,2
26,28,25,69,15590,660,1470,1,29,0,3,3,0
29,8,5,79,11905,392,716,14,169,0,1,1,0
19,28,25,54,18818,301,1617,7,103,0,2,2,1
12,28,25,59,27567,477,710,23,165,1,0,0,0
23,16,13,64,18854,303,702,2,152,0,2,2,0
11,28,25,44,29727,975,1522,9,105,0,0,0,0
29,7,4,106,9065,459,417,24,141,0,1,1,0
19,27,24,87,9904,613,77,1,46,0,2,3,0
30,20,17,56,24515,975,365,11,100,0,0,0,0
28,14,11,75,27130,437,813,20,158,0,0,2,0
18,16,13,104,13433,417,1783,29,69,0,3,3,1
16,9,6,77,7673,690,1909,11,30,1,0,2,0
5,9,6,101,13517,424,501,6,132,0,0,1,0
7,18,15,84,12907,381,753,2,127,0,2,3,0
18,14,11,35,20407,842,1419,22,57,0,0,0,0
9,18,15,108,25069,701,504,13,14,0,2,3,1
29,16,13,80,14894,562,1692,6,132,0,1,2,0
15,25,22,79,20637,809,1649,18,176,0,0,1,0
4,29,26,35,23337,359,1517,29,149,1,0,0,0
28,16,13,47,11424,714,392,22,122,0,0,0,0
22,27,24,61,18299,259,286,6,112,0,3,2,2
19,26,23,45,19624,339,1996,6,49,0,2,2,0
3,10,7,65,6930,207,1310,6,172,0,0,1,0
20,29,26,52,22595,507,271,30,172,1,0,0,0
27,15,12,26,29484,257,598,11,156,1,0,0,0
23,17,14,46,26398,257,321,20,12,0,3,3,1
21,26,23,85,6218,618,1623,8,175,0,2,3,0
23,13,10,64,7787,918,1650,20,92,0,0,0,0
4,21,18,27,14112,210,1551,15,162,1,0,0,0
10,15,12,45,17105,537,115,8,38,0,0,0,0
3,6,3,58,13663,768,77,0,23,1,0,0,0
29,6,3,54,28202,579,1765,24,112,0,0,0,0
27,26,23,62,17951,861,1322,26,83,0,2,2,0
5,22,19,91,24270,226,1145,8,112,0,2,3,2
13,24,21,77,11784,516,1876,26,134,0,1,1,0
6,16,13,98,6999,756,652,26,84,1,2,2,0
23,23,20,30,27852,360,869,29,173,1,1,0,0
24,13,10,105,22887,364,1617,12,9,0,3,3,2
20,10,7,78,10073,646,455,13,128,0,0,1,0
7,30,27,28,28741,918,1856,19,74,0,1,0,0
9,15,12,91,24173,374,1476,26,78,0,2,3,0
11,19,16,22,26778,847,1986,14,137,1,0,0,0
5,13,10,27,9863,375,783,0,148,0,0,0,0
12,9,6,109,13739,587,448,22,157,0,0,1,0
26,20,17,46,6439,249,0,25,98,0,2,2,0
7,9,6,102,28856,205,402,2,128,0,1,2,1
13,19,16,44,17635,838,1703,13,167,0,0,0,0
7,23,20,108,27205,855,413,1,142,0,2,2,0
11,30,27,107,11416,813,558,15,65,0,2,3,2
9,11,8,50,22080,593,1284,29,151,1,0,0,0
19,9,6,82,24596,989,1746,29,89,0,0,1,0
23,29,26,82,6691,772,792,22,163,0,0,1,0
14,6,3,37,26874,699,746,12,152,0,0,0,0
14,28,25,77,22214,891,386,15,69,0,2,2,1
6,28,25,33,15288,595,1239,3,18,0,0,0,0
23,27,24,22,9126,235,851,22,59,0,3,1,1
3,23,20,43,8947,936,1629,4,106,1,0,0,0
25,12,9,72,11601,899,188,3,122,0,0,1,0
8,7,4,26,22216,477,180,28,4,0,0,0,0
9,27,24,102,13806,423,1965,28,167,0,1,1,1
22,24,21,46,10380,860,1307,20,34,0,2,1,1
27,12,9,41,15041,293,1524,20,158,1,0,0,0
4,29,26,77,10215,353,1149,29,99,0,2,2,2
20,11,8,84,14628,712,1143,4,56,0,0,2,0
5,29,26,48,14663,240,1149,7,165,0,1,1,1
8,13,10,25,28836,999,169,27,53,0,0,0,0
30,18,15,72,8128,698,1218,30,87,0,2,2,0
22,23,20,41,6549,469,1038,9,5,0,2,1,0
3,26,23,87,16222,627,1405,12,156,0,2,1,0
10,27,24,22,26808,410,1209,24,3,0,2,1,1
21,6,3,28,23976,301,1882,6,59,0,0,0,0
20,24,21,43,8124,684,917,7,44,0,1,0,0
28,10,7,29,18569,699,1741,8,124,0,0,0,0
26,15,12,35,22647,285,65,3,105,0,0,0,0
10,15,12,67,8966,435,356,24,11,0,2,3,0
6,6,3,67,21979,781,444,12,74,0,0,0,0
6,30,27,67,28947,950,74,5,144,0,2,2,0
19,28,25,90,20746,209,1676,12,30,0,3,3,3
28,10,7,82,10605,509,1751,13,92,0,1,1,0
23,14,11,50,11039,861,143,1,74,0,0,0,0
24,16,13,25,16856,912,499,6,70,0,0,0,0
16,24,21,84,16442,378,236,9,40,0,3,3,2
11,24,21,109,23771,936,1595,19,15,0,2,3,1
26,23,20,57,16852,670,1092,1,96,0,1,1,0
23,25,22,53,28823,451,512,27,43,0,3,3,1
3,24,21,41,27318,654,584,18,136,0,0,0,0
29,11,8,50,25638,774,979,2,159,0,0,0,0
21,21,18,29,27123,445,1340,13,116,0,0,0,0
12,27,24,48,27546,776,1390,0,49,0,1,0,0
8,21,18,31,9981,367,1046,21,84,0,0,0,0
7,30,27,45,23888,427,884,18,24,0,2,2,1
19,30,27,70,13090,409,984,22,5,0,3,3,2
5,13,10,87,26905,431,492,20,18,0,2,3,0
12,15,12,41,19249,235,882,17,158,1,0,0,0
17,30,27,79,16991,924,1183,9,170,0,2,2,0
16,11,8,81,26465,252,1196,21,19,0,3,3,1
14,23,20,45,27108,496,1321,23,68,0,2,1,0
9,29,26,58,19830,722,915,28,96,0,2,1,0
17,27,24,46,15848,853,1004,14,28,0,2,1,1
30,11,8,78,8239,945,1244,2,55,0,1,1,1
20,21,18,90,17078,711,1419,6,61,0,2,3,0
15,11,8,72,15609,377,1806,1,9,0,0,2,0
16,24,21,58,28281,742,1541,22,119,0,0,0,0
9,30,27,31,17929,574,707,25,59,0,2,1,0
21,23,20,66,28324,280,1083,3,150,0,3,2,1
23,25,22,54,24861,458,1843,29,66,0,3,3,0
10,7,4,86,28733,515,4,24,38,0,0,2,0
9,29,26,100,8546,604,1779,26,41,0,2,3,2
7,7,4,88,14201,760,1461,22,160,1,0,0,0
20,12,9,44,25296,901,1118,3,56,0,0,0,0
6,11,8,107,27875,924,1940,29,63,0,1,1,0
18,9,6,103,14624,520,1656,1,129,0,1,3,0
23,24,21,107,11531,374,1640,17,144,0,3,3,2
7,10,7,62,14611,726,891,16,121,0,0,0,0
19,20,17,106,22268,862,1810,3,160,0,2,3,0
6,18,15,53,25192,505,1634,3,154,0,0,0,0
17,21,18,31,8523,870,276,21,175,1,0,0,0
5,29,26,47,23198,782,1682,11,140,0,0,0,0
10,28,25,34,9952,432,84,10,125,0,0,0,0
14,14,11,29,13384,267,524,22,172,1,0,0,0
21,18,15,55,29516,232,1406,8,44,0,3,3,1
23,16,13,101,10716,307,267,5,7,0,3,3,3
21,17,14,86,11825,234,1976,1,75,0,3,3,3
5,7,4,95,20436,638,1888,18,113,0,0,0,0
23,17,14,100,29923,238,1656,8,90,0,3,3,3
29,16,13,41,27048,974,889,29,135,1,0,0,0
19,25,22,89,15652,670,613,4,13,0,2,3,0
21,9,6,100,19026,650,274,26,66,0,1,2,0
30,6,3,31,6743,525,1445,27,42,1,1,1,0
10,12,9,70,25163,606,1116,8,82,0,0,0,0
11,19,16,55,18837,419,1945,19,47,0,2,2,0
3,27,24,101,19253,514,874,7,21,0,2,2,1
22,7,4,60,12741,382,846,10,56,0,1,1,0
8,19,16,79,11417,553,665,14,147,0,0,1,0
23,8,5,90,7724,205,304,27,156,0,0,2,0
16,22,19,61,16529,695,88,6,75,0,2,1,0
6,25,22,74,12530,240,494,17,4,0,2,3,2
17,21,18,86,24841,394,547,24,29,0,3,3,2
18,28,25,72,13326,245,1673,5,129,0,3,3,2
25,25,22,105,12494,983,1937,12,142,0,2,3,0
22,6,3,56,8541,623,1212,16,89,1,0,1,0
3,28,25,24,29191,286,1222,6,145,0,0,0,0
29,17,14,65,23084,807,1123,24,71,0,2,2,0
5,8,5,62,9817,286,94,23,65,0,0,0,0
29,18,15,88,19464,640,881,3,25,0,3,3,0
30,16,13,31,13564,461,1116,28,57,0,1,2,0
21,20,17,89,8156,614,276,2,121,0,3,3,0
30,29,26,93,17761,507,190,8,54,0,3,3,1
20,24,21,44,11534,773,1479,14,105,0,0,0,0
10,10,7,56,28574,562,1745,1,131,0,0,0,0
20,29,26,39,6312,950,437,19,62,0,1,1,0
29,12,9,67,20777,695,1273,15,116,0,0,1,0
25,16,13,67,26626,973,1700,6,11,0,1,2,0
7,12,9,77,11245,927,1797,23,110,1,0,0,0
14,27,24,51,22242,702,1337,20,125,0,0,0,0
26,17,14,48,26836,962,1320,19,135,0,0,0,0
7,26,23,101,23503,467,1454,29,79,0,2,3,2
16,14,11,102,12029,244,290,14,2,0,3,3,3
4,11,8,65,22185,863,64,24,28,0,1,1,0
